,n1,n2,n3,n4,block_type,time
589,6,2,123,17,1,1.4913527965545654
590,12,10,65,10,1,1.0310142040252686
591,3,30,132,13,1,1.7451605796813965
592,9,37,99,8,1,1.5474958419799805
593,8,8,32,19,0,0.6749770641326904
594,14,2,66,6,1,0.9409010410308838
595,12,23,123,8,1,1.6571733951568604
596,11,26,103,5,1,1.4517366886138916
597,7,19,50,14,1,0.9654667377471924
598,15,11,24,4,1,0.6284074783325195
599,1,44,43,13,1,1.0439462661743164
600,10,35,134,14,1,1.92802095413208
601,12,26,98,14,1,1.577209234237671
602,4,6,78,3,1,0.9183547496795654
603,17,42,67,6,1,1.386268138885498
604,7,7,170,19,1,1.9819703102111816
605,13,20,17,2,1,0.62626051902771
606,20,27,81,2,1,1.355499505996704
607,5,5,35,17,0,0.8108425140380859
608,16,25,108,7,1,1.5827772617340088
609,2,28,27,8,1,0.7095098495483398
610,11,38,73,20,1,1.4815330505371094
611,15,44,58,9,1,1.327458381652832
612,7,31,49,1,1,0.916750431060791
613,8,3,59,12,1,0.8792150020599365
614,4,46,33,4,1,0.9032707214355469
615,6,14,33,14,1,0.7397890090942383
616,14,22,5,13,1,0.6668038368225098
617,18,46,56,7,1,1.3557586669921875
618,3,22,208,19,1,2.469788074493408
619,10,25,87,3,1,1.2922987937927246
620,14,30,190,1,1,2.2796647548675537
621,12,29,124,5,1,1.7014167308807373
622,12,13,1,17,0,0.4712951183319092
623,16,5,19,15,1,0.6644530296325684
624,3,25,110,9,1,1.435683012008667
625,8,7,106,20,1,1.4374020099639893
626,3,20,153,20,1,1.9678308963775635
627,17,6,166,19,1,2.1443912982940674
628,8,15,86,11,1,1.2746965885162354
629,10,29,19,19,1,0.8794164657592773
630,20,29,133,5,1,1.8805789947509766
631,4,40,40,1,1,0.9007091522216797
632,11,10,28,15,1,0.7280600070953369
633,20,29,52,3,1,1.1039202213287354
634,18,5,20,10,0,0.5155730247497559
635,2,22,102,1,1,1.2446374893188477
636,1,39,56,12,1,1.1016826629638672
637,10,44,189,2,1,2.3457815647125244
638,8,15,180,13,1,2.142921209335327
639,18,46,67,15,1,1.5841166973114014
640,3,34,46,7,1,0.9266343116760254
641,6,28,22,8,1,0.7088840007781982
642,3,47,69,12,1,1.3153235912322998
643,6,18,142,1,1,1.6052868366241455
644,18,28,35,9,1,1.0042240619659424
645,5,40,136,6,1,1.8317656517028809
646,8,46,129,19,1,2.0329718589782715
647,10,23,16,2,0,0.4952704906463623
648,12,15,71,15,1,1.1842820644378662
649,1,22,78,7,1,1.0630486011505127
650,3,18,25,13,1,0.6620209217071533
651,19,6,14,13,1,0.6460824012756348
652,13,35,173,3,1,2.1847469806671143
653,17,25,37,2,1,0.9040341377258301
654,19,29,80,15,1,1.499634027481079
655,6,9,102,9,1,1.252352237701416
656,18,28,162,18,1,2.2840709686279297
657,7,16,30,2,0,0.5258986949920654
658,11,7,152,5,1,2.60127592086792
659,12,6,20,14,0,0.5473637580871582
660,17,27,105,13,1,1.6847546100616455
661,12,14,5,7,1,0.49941205978393555
662,2,42,179,1,1,2.19443941116333
663,20,44,31,16,1,1.2527992725372314
664,2,20,99,11,1,1.3321890830993652
665,6,4,84,5,1,1.0187947750091553
666,18,36,201,10,1,2.626300096511841
667,16,19,8,4,1,0.6172471046447754
668,20,47,89,18,1,1.8503949642181396
669,13,39,151,5,1,2.0598251819610596
670,9,28,102,2,1,1.4154486656188965
671,7,18,112,1,1,1.3835725784301758
672,11,43,74,19,1,1.526970386505127
673,3,24,124,18,1,1.7029645442962646
674,6,32,121,11,1,1.7041821479797363
675,6,9,60,10,1,0.9084007740020752
676,3,47,64,10,1,1.319014072418213
677,15,31,168,20,1,2.3714728355407715
678,1,4,47,12,1,0.7185020446777344
679,20,19,167,18,1,2.251251697540283
680,6,24,77,19,1,1.3433806896209717
681,13,9,37,14,0,0.7551138401031494
682,7,22,158,12,1,1.9946789741516113
683,2,21,108,13,1,1.4637272357940674
684,15,37,106,2,1,1.6540327072143555
685,1,36,56,13,1,1.135265588760376
686,6,8,69,17,1,1.0850610733032227
687,3,24,196,9,1,2.2586889266967773
688,12,8,29,16,0,0.707470178604126
689,5,39,127,14,1,1.9060657024383545
690,15,26,164,8,1,2.131653070449829
691,17,28,55,13,1,1.2372498512268066
692,20,2,115,9,1,1.509392499923706
693,15,22,35,6,1,0.8811402320861816
694,1,44,156,18,1,2.173241376876831
695,6,45,209,1,1,2.515787124633789
696,17,14,67,10,1,1.2143301963806152
697,17,13,131,3,1,1.6478989124298096
698,15,40,89,13,1,1.6392943859100342
699,7,19,14,13,1,0.6414213180541992
700,4,34,123,8,1,1.6567983627319336
701,20,37,186,18,1,3.515719175338745
702,11,19,13,7,1,0.6257908344268799
703,3,10,131,18,1,1.5909664630889893
704,7,21,2,15,0,0.480618953704834
705,11,21,3,10,0,0.4528834819793701
706,12,15,34,1,1,0.6866259574890137
707,14,10,21,13,1,0.6801013946533203
708,20,41,80,12,1,1.5786433219909668
709,6,8,22,7,0,0.42066001892089844
710,19,31,97,12,1,1.6632766723632812
711,14,21,22,1,0,0.5305073261260986
712,8,6,206,6,1,2.195054769515991
713,12,43,212,5,1,2.680622100830078
714,14,17,162,4,1,2.0061299800872803
715,19,29,110,17,1,1.8706409931182861
716,10,25,29,20,0,0.823065996170044
717,7,20,135,19,1,1.8220179080963135
718,9,23,14,16,1,0.7395498752593994
719,4,33,98,11,1,1.4486069679260254
720,13,22,147,12,1,1.93025803565979
721,2,42,208,17,1,2.623298168182373
722,20,8,5,6,0,0.4563000202178955
723,15,44,155,9,1,2.194362163543701
724,2,8,171,15,1,1.9411871433258057
725,8,31,167,3,1,2.04744553565979
726,9,21,4,13,1,0.598344087600708
727,3,6,5,9,0,0.25791096687316895
728,10,36,68,16,1,1.3403499126434326
729,1,20,103,3,1,1.2211508750915527
730,13,46,117,17,1,1.944199800491333
731,17,44,152,14,1,2.293701648712158
732,14,17,6,11,0,0.5172030925750732
733,17,6,135,14,1,1.7301576137542725
734,12,12,180,12,1,2.1261346340179443
735,9,6,147,9,1,1.7450993061065674
736,18,20,35,5,1,0.8942461013793945
737,4,8,89,14,1,1.161003828048706
738,3,39,170,18,1,2.258479118347168
739,6,47,187,11,1,2.484722375869751
740,1,33,201,15,1,2.5159363746643066
741,14,45,145,18,1,2.314596176147461
742,6,39,191,11,1,2.44931960105896
743,8,16,21,3,1,0.6004188060760498
744,10,45,109,14,1,1.963047742843628
745,10,33,49,17,1,1.180689811706543
746,9,16,15,11,0,0.5036807060241699
747,9,44,163,4,1,2.139831066131592
748,8,15,201,5,1,2.204740524291992
749,16,34,69,4,1,1.3050658702850342
750,11,20,94,10,1,1.391094446182251
751,20,41,18,7,1,0.9853494167327881
752,5,34,100,14,1,1.529284954071045
753,14,45,197,15,1,2.71567702293396
754,16,6,113,18,1,1.625852108001709
755,13,7,90,9,1,1.242971420288086
756,19,18,212,6,1,2.4889917373657227
757,18,33,128,3,1,1.8388559818267822
758,12,13,31,18,1,0.8605091571807861
759,7,24,55,6,1,0.9698245525360107
760,4,22,194,15,1,2.2704148292541504
761,2,8,116,12,1,1.4124610424041748
762,19,39,105,11,1,1.8053359985351562
763,12,9,19,7,1,0.5828754901885986
764,10,37,166,3,1,2.0989294052124023
765,17,39,97,9,1,1.6661815643310547
766,9,46,61,9,1,1.3166816234588623
767,12,27,16,9,1,0.7409327030181885
768,11,38,17,18,1,0.9451532363891602
769,4,37,73,20,1,1.3742585182189941
770,15,16,76,20,1,1.3544738292694092
771,19,27,185,4,1,2.310429811477661
772,8,15,137,8,1,1.6789464950561523
773,18,20,197,12,1,2.4502944946289062
774,17,26,25,10,1,0.932520866394043
775,18,39,164,3,1,2.230902671813965
776,18,16,132,10,1,1.8023598194122314
777,3,8,17,19,1,0.5791490077972412
778,12,17,14,18,1,0.7405703067779541
779,5,28,100,13,1,1.4848284721374512
780,10,36,202,2,1,2.415546178817749
781,12,32,113,7,1,1.6674067974090576
782,15,16,167,15,1,2.1255953311920166
783,17,11,153,17,1,2.007371425628662
784,16,13,186,14,1,2.3164453506469727
785,5,23,195,19,1,2.6858713626861572
786,5,9,17,12,0,0.6145119667053223
787,3,41,137,2,1,1.759221076965332
788,13,10,130,9,1,1.6359155178070068
789,15,46,204,6,1,2.6543517112731934
790,18,42,138,5,1,2.052816867828369
791,18,28,57,15,1,1.2908811569213867
792,11,26,174,5,1,2.1061480045318604
793,5,44,193,7,1,2.429428815841675
794,11,36,109,2,1,1.5944535732269287
795,8,17,61,10,1,1.008498191833496
796,10,2,19,3,0,0.33882665634155273
797,5,18,87,19,1,1.3263864517211914
798,1,32,95,12,1,1.3930985927581787
799,3,22,124,7,1,1.5300800800323486
800,8,3,148,1,1,1.5465476512908936
801,9,37,204,4,1,2.449227809906006
802,10,41,5,19,1,0.8921406269073486
803,12,7,196,2,1,2.0912816524505615
804,1,15,109,18,1,1.4330615997314453
805,5,38,162,17,1,2.196194887161255
806,9,4,29,1,1,0.5108327865600586
807,10,46,92,18,1,1.7100279331207275
808,4,19,211,12,1,2.3952980041503906
809,6,29,62,7,1,1.112069845199585
810,16,33,29,2,1,0.8816173076629639
811,1,3,20,3,1,0.3172314167022705
812,2,41,159,18,1,2.134453773498535
813,5,14,37,19,1,0.839860200881958
814,13,31,55,13,1,1.1935381889343262
815,9,35,119,11,1,1.710015058517456
816,20,16,215,16,1,2.629535675048828
817,9,10,85,8,1,1.1864840984344482
818,3,33,165,8,1,2.0227127075195312
819,6,29,211,3,1,2.3947012424468994
820,12,6,45,14,1,0.9034669399261475
821,8,26,29,18,1,0.8984715938568115
822,14,38,78,13,1,1.4712860584259033
823,2,22,31,17,1,0.7969903945922852
824,11,2,78,6,1,0.9969029426574707
825,17,18,49,16,1,1.1010682582855225
826,6,30,65,11,1,1.1490185260772705
827,19,4,48,11,1,0.9342532157897949
828,8,7,122,9,1,1.4388718605041504
829,1,5,52,10,1,0.7128610610961914
830,16,15,127,20,1,2.6701548099517822
831,2,27,111,11,1,1.506446361541748
832,9,1,18,12,0,0.4373953342437744
833,13,28,187,11,1,2.343618631362915
834,5,33,128,9,1,1.724367380142212
835,8,31,114,16,1,1.7162928581237793
836,17,19,153,12,1,2.0089774131774902
837,4,23,159,16,1,2.013899087905884
838,20,13,152,9,1,1.9698944091796875
839,20,11,50,13,1,1.0612905025482178
840,9,26,99,11,1,1.4770104885101318
841,20,33,152,20,1,2.2764759063720703
842,5,45,146,20,1,2.196646213531494
843,14,24,9,2,0,0.5095303058624268
844,3,36,119,20,1,1.7731521129608154
845,5,5,104,13,1,1.2748990058898926
846,1,21,58,8,1,0.8994712829589844
847,2,18,197,15,1,2.2259809970855713
848,5,19,152,4,1,1.8139119148254395
849,7,5,16,19,1,0.6331117153167725
850,18,20,76,19,1,1.4045777320861816
851,7,22,7,9,0,0.45281505584716797
852,2,33,114,6,1,1.512150764465332
853,19,8,110,13,1,1.5370244979858398
854,5,36,123,2,1,1.6297016143798828
855,7,37,184,11,1,2.3363261222839355
856,4,1,5,8,0,0.2468714714050293
857,11,20,34,12,1,0.8501453399658203
858,10,11,71,8,1,1.0360708236694336
859,8,29,130,18,1,1.8465337753295898
860,7,44,115,20,1,1.8805279731750488
861,10,2,214,1,1,2.211099624633789
862,13,12,189,10,1,2.2537715435028076
863,12,44,105,3,1,1.6689679622650146
864,3,5,52,14,1,0.7990279197692871
865,4,6,103,9,1,1.2091715335845947
866,5,33,211,14,1,2.5345304012298584
867,18,5,149,2,1,1.7927312850952148
868,17,8,110,20,1,1.6496672630310059
869,19,24,71,8,1,1.2913167476654053
870,10,36,122,13,1,1.8195204734802246
871,2,21,190,15,1,3.146116256713867
872,6,28,117,11,1,1.6451551914215088
873,3,22,14,9,0,0.47240281105041504
874,10,15,5,1,0,0.3009810447692871
875,11,46,110,6,1,1.7561802864074707
876,18,42,50,19,1,1.4025888442993164
877,13,35,146,17,1,2.105072259902954
878,16,14,33,17,0,0.7945637702941895
879,15,16,179,14,1,2.211536169052124
880,19,31,25,15,1,1.035459041595459
881,17,11,47,9,1,0.9261062145233154
882,14,22,35,15,0,0.8036878108978271
883,5,39,77,15,1,1.3809828758239746
884,18,13,141,11,1,1.8412823677062988
885,9,12,213,18,1,2.457476854324341
886,2,22,108,8,1,1.444117784500122
887,13,43,60,16,1,1.38655686378479
888,5,10,103,9,1,1.2590670585632324
889,4,27,47,11,1,0.9384291172027588
890,20,20,17,10,0,0.6421999931335449
891,3,16,214,13,1,2.3528573513031006
892,1,26,63,3,1,0.9533357620239258
893,13,19,5,10,1,0.5924160480499268
894,14,35,183,9,1,2.35860013961792
895,8,8,56,15,1,0.9433808326721191
896,18,12,124,10,1,1.6559226512908936
897,16,14,9,4,1,0.5436296463012695
898,2,2,156,3,1,1.5393784046173096
899,1,8,177,2,1,1.7793138027191162
900,1,44,197,2,1,2.356727361679077
901,17,47,201,10,1,2.697195291519165
902,14,29,110,7,1,1.648322582244873
903,18,12,33,15,1,0.9013361930847168
904,3,3,27,14,0,0.4874110221862793
905,9,30,45,13,1,1.0384557247161865
906,11,4,190,16,1,2.137263298034668
907,2,18,16,19,1,0.6613306999206543
908,4,20,131,20,1,1.7401766777038574
909,3,12,126,14,1,1.5443322658538818
910,13,20,170,15,1,2.163919448852539
911,14,17,92,11,1,1.3830699920654297
912,19,12,101,15,1,1.5567681789398193
913,17,3,107,17,1,1.5046770572662354
914,14,15,140,12,1,1.8098180294036865
915,17,45,49,18,1,1.395780086517334
916,14,16,144,9,1,1.9328908920288086
917,16,30,35,18,1,1.1114449501037598
918,18,16,193,13,1,2.3728082180023193
919,18,26,117,18,1,1.8481817245483398
920,16,4,123,5,1,1.520578384399414
921,17,14,173,13,1,2.1428754329681396
922,15,26,138,10,1,1.9126079082489014
923,6,35,168,20,1,2.3267858028411865
924,8,28,194,18,1,2.442965269088745
925,18,47,5,12,1,1.0661494731903076
926,12,3,165,10,1,1.886413812637329
927,10,30,113,17,1,1.729959487915039
928,3,4,126,1,1,1.3059399127960205
929,6,25,151,14,1,1.9285287857055664
930,1,14,27,18,0,0.6214251518249512
931,3,25,90,8,1,1.2679471969604492
932,18,9,193,10,1,2.250767707824707
933,18,47,105,16,1,1.9628963470458984
934,2,46,144,1,1,1.8556773662567139
935,16,41,158,9,1,2.2170207500457764
936,6,30,64,9,1,1.1529273986816406
937,12,43,174,18,1,2.449402093887329
938,5,46,63,2,1,1.1866741180419922
939,1,17,119,9,1,1.420006513595581
940,20,6,87,1,1,1.1892540454864502
941,6,25,74,5,1,1.1143085956573486
942,15,40,98,7,1,1.6352570056915283
943,2,38,156,3,1,1.8936612606048584
944,16,38,63,2,1,1.2563560009002686
945,4,16,21,7,1,0.553656816482544
946,16,8,198,14,1,2.317711114883423
947,16,28,96,14,1,1.5937843322753906
948,2,6,107,2,1,1.1719684600830078
949,4,45,16,15,1,0.8839564323425293
950,15,8,144,14,1,1.7967383861541748
951,20,39,164,13,1,2.3935046195983887
952,15,34,11,6,1,0.8038122653961182
953,5,24,96,6,1,1.3086602687835693
954,7,43,95,13,1,1.5852415561676025
955,10,26,49,17,1,1.1061103343963623
956,5,47,35,5,1,0.9690783023834229
957,9,26,161,12,1,2.483194589614868
958,6,8,62,18,1,1.0035724639892578
959,7,41,205,20,1,2.7228758335113525
960,5,3,46,3,1,0.6476974487304688
961,2,8,91,16,1,1.170914649963379
962,19,24,4,3,1,0.6252281665802002
963,3,36,93,20,1,1.5324103832244873
964,14,33,114,6,1,1.668938398361206
965,19,4,139,15,1,1.810619831085205
966,11,22,67,7,1,1.1336426734924316
967,14,36,94,7,1,1.5295000076293945
968,2,40,89,12,1,1.4228038787841797
969,8,21,14,4,0,0.44599342346191406
970,5,20,68,16,1,1.1289763450622559
971,18,11,27,17,0,0.7135269641876221
972,20,38,171,12,1,2.3898396492004395
973,18,22,40,10,1,1.0100913047790527
974,2,23,172,5,1,1.9401180744171143
975,19,29,87,19,1,1.6184914112091064
976,9,22,77,11,1,1.2488760948181152
977,18,18,205,14,1,2.508115291595459
978,20,7,179,8,1,2.1324119567871094
979,6,14,98,12,1,1.374342679977417
980,17,18,35,2,0,0.6533658504486084
981,20,19,7,4,1,0.6208913326263428
982,6,6,148,13,1,1.6930208206176758
983,16,33,29,7,1,0.9481120109558105
984,11,7,144,1,1,1.5795958042144775
985,16,10,99,13,1,1.42909574508667
986,2,29,20,11,1,0.6939008235931396
987,1,18,93,12,1,1.227546215057373
988,9,27,98,18,1,1.5673840045928955
989,18,20,35,12,0,0.8110055923461914
990,8,17,45,17,1,0.9406402111053467
991,20,39,160,7,1,2.2629458904266357
992,16,9,32,2,0,0.5599465370178223
993,4,39,162,2,1,2.003352165222168
994,8,36,153,8,1,2.03064227104187
995,2,14,151,11,1,1.7499363422393799
996,11,38,203,12,1,2.616471767425537
997,10,29,149,1,1,1.9017457962036133
998,2,23,15,1,0,0.38631534576416016
999,14,13,168,18,1,2.1227245330810547
1000,2,36,135,19,1,1.9277980327606201
1001,1,29,186,11,1,2.8510994911193848
1002,9,40,147,7,1,2.0229332447052
1003,14,23,30,15,0,0.8211081027984619
1004,20,27,23,19,1,1.0361406803131104
1005,7,33,59,9,1,1.1279501914978027
1006,2,43,135,5,1,1.7981970310211182
1007,13,8,20,6,0,0.4779355525970459
1008,11,8,9,17,1,0.5761661529541016
1009,3,33,116,12,1,1.6259868144989014
1010,14,30,153,7,1,2.040722370147705
1011,13,41,29,10,1,1.0680437088012695
1012,4,15,79,8,1,1.068030595779419
1013,7,5,42,11,1,0.7251510620117188
1014,1,13,120,1,1,1.3035929203033447
1015,4,26,194,15,1,2.344726085662842
1016,17,8,65,17,1,1.2041943073272705
1017,17,32,88,20,1,1.6396193504333496
1018,9,15,173,18,1,2.16219162940979
1019,14,29,23,15,1,0.9647588729858398
1020,1,14,37,4,0,0.5137717723846436
1021,8,28,214,12,1,2.561123847961426
1022,15,31,199,17,1,2.588240146636963
1023,12,16,92,4,1,1.3749573230743408
1024,7,26,13,15,0,0.5981941223144531
1025,7,33,95,17,1,1.5422840118408203
1026,2,43,75,19,1,1.4135684967041016
1027,6,2,6,10,0,0.2922070026397705
1028,11,36,128,13,1,1.8941140174865723
1029,6,7,24,13,1,0.598092794418335
1030,10,12,63,5,1,0.9400296211242676
1031,14,42,127,4,1,1.8504135608673096
1032,7,3,38,6,0,0.5228316783905029
1033,16,25,147,6,1,1.9187593460083008
1034,12,7,50,2,1,0.7677311897277832
1035,12,14,78,5,1,1.135497808456421
1036,20,31,194,1,1,2.3904354572296143
1037,11,9,142,10,1,1.7075037956237793
1038,10,20,44,4,1,0.8518054485321045
1039,3,46,33,20,1,1.0851893424987793
1040,17,15,14,11,1,0.6997940540313721
1041,9,40,214,9,1,2.6452841758728027
1042,10,45,22,2,1,0.8741512298583984
1043,13,15,37,4,0,0.6248493194580078
1044,20,16,5,5,0,0.4381694793701172
1045,7,25,11,6,1,0.5510144233703613
1046,8,27,183,3,1,2.1386282444000244
1047,16,41,64,19,1,1.4937996864318848
1048,1,33,107,9,1,1.4746687412261963
1049,11,21,106,19,1,1.6017358303070068
1050,12,43,200,10,1,3.5160892009735107
1051,7,3,214,8,1,2.2532200813293457
1052,10,18,96,19,1,1.513338565826416
1053,6,37,163,14,1,2.1652534008026123
1054,11,28,109,6,1,1.5371875762939453
1055,5,25,106,12,1,1.468458652496338
1056,1,19,122,11,1,1.5157101154327393
1057,8,13,59,4,1,0.8965144157409668
1058,20,5,25,9,1,0.7126955986022949
1059,9,3,102,6,1,1.1928889751434326
1060,10,35,62,11,1,1.2480580806732178
1061,14,42,210,15,1,2.850952625274658
1062,6,16,51,17,1,0.9892075061798096
1063,3,23,121,15,1,1.5918753147125244
1064,4,41,120,17,1,1.8215396404266357
1065,10,2,3,14,1,0.43305063247680664
1066,7,30,45,10,1,0.9655907154083252
1067,12,2,69,7,1,0.9432189464569092
1068,14,31,30,10,1,0.9343621730804443
1069,7,26,98,9,1,1.3974871635437012
1070,12,19,208,14,1,2.467190742492676
1071,7,42,95,7,1,1.5293452739715576
1072,14,47,126,19,1,2.0810012817382812
1073,11,44,103,14,1,1.7631492614746094
1074,8,30,170,10,1,2.1037254333496094
1075,2,44,7,7,1,0.6890861988067627
1076,18,22,26,11,1,0.8739230632781982
1077,17,7,121,11,1,1.5759155750274658
1078,9,5,74,6,1,0.9774377346038818
1079,18,7,22,3,0,0.4723384380340576
1080,13,18,182,10,1,2.163936138153076
1081,4,29,167,5,1,1.995215892791748
1082,13,13,165,10,1,2.011082410812378
1083,8,6,189,2,1,1.9687097072601318
1084,4,12,125,11,1,1.528398036956787
1085,8,32,91,10,1,1.4483046531677246
1086,16,33,100,10,1,1.6461162567138672
1087,17,3,33,2,0,0.5240180492401123
1088,3,38,132,4,1,1.7025363445281982
1089,19,10,58,3,1,0.9680078029632568
1090,1,7,132,12,1,1.4783573150634766
1091,7,35,64,1,1,1.0888652801513672
1092,18,45,142,6,1,2.106799364089966
1093,2,38,84,20,1,1.45904541015625
1094,4,32,137,5,1,2.6319448947906494
1095,17,21,36,6,0,0.7521593570709229
1096,13,18,9,3,1,0.5256352424621582
1097,13,27,156,2,1,1.9290204048156738
1098,3,19,178,12,1,2.050215005874634
1099,5,17,27,13,1,0.7234687805175781
1100,3,44,200,20,1,2.701526641845703
1101,10,19,142,18,1,1.9089274406433105
1102,2,14,14,5,0,0.4124484062194824
1103,5,43,68,14,1,1.3403301239013672
1104,13,46,152,17,1,2.2885496616363525
1105,12,5,45,6,1,0.7646312713623047
1106,11,4,115,18,1,1.5055522918701172
1107,4,31,75,2,1,1.1172597408294678
1108,11,6,11,12,1,0.5122559070587158
1109,6,16,79,20,1,1.2481374740600586
1110,6,38,50,16,1,1.1659598350524902
1111,11,17,105,1,1,1.344508409500122
1112,18,43,94,18,1,1.7858173847198486
1113,10,27,40,7,1,0.9092998504638672
1114,4,2,50,20,1,0.8230996131896973
1115,1,3,42,3,1,0.5171403884887695
1116,17,3,163,13,1,1.9432110786437988
1117,15,47,47,1,1,1.1667845249176025
1118,19,15,156,17,1,2.092834949493408
1119,8,45,181,8,1,2.367246150970459
1120,18,36,63,6,1,1.3324427604675293
1121,6,32,204,2,1,2.3081111907958984
1122,9,24,32,1,1,0.7379724979400635
1123,17,20,29,1,0,0.5972349643707275
1124,7,38,145,14,1,2.028902530670166
1125,4,17,214,1,1,2.263321876525879
1126,6,35,78,19,1,1.468430995941162
1127,6,18,81,7,1,1.1273231506347656
1128,5,20,9,17,0,0.5301501750946045
1129,3,42,85,18,1,1.500838279724121
1130,16,22,85,20,1,1.4972400665283203
1131,16,43,96,8,1,1.6843912601470947
1132,11,44,84,13,1,1.552436113357544
1133,18,33,208,16,1,2.820134401321411
1134,13,25,68,3,1,1.1664810180664062
1135,20,23,31,13,0,0.8251168727874756
1136,8,21,167,18,1,2.099785089492798
1137,20,6,18,19,0,0.6565587520599365
1138,18,18,36,12,1,0.9488921165466309
1139,7,21,189,17,1,2.279480457305908
1140,18,43,170,13,1,2.4576239585876465
1141,9,46,125,10,1,1.9394893646240234
1142,18,38,115,12,1,1.8572063446044922
1143,1,38,70,10,1,1.2051007747650146
1144,12,29,75,8,1,1.2686827182769775
1145,15,12,114,14,1,1.5733306407928467
1146,5,7,9,3,1,0.3211524486541748
1147,5,4,167,18,1,1.8980655670166016
1148,9,20,42,16,1,0.9563620090484619
1149,5,37,6,13,1,0.6994946002960205
1150,5,31,105,11,1,1.5048470497131348
1151,20,43,71,19,1,1.636228322982788
1152,3,15,56,10,1,0.8717119693756104
1153,2,30,39,5,1,0.7849817276000977
1154,16,29,44,20,1,1.1932036876678467
1155,5,29,93,8,1,1.3338842391967773
1156,4,15,211,13,1,2.312913656234741
1157,14,24,63,19,1,1.3336963653564453
1158,8,44,25,17,1,1.0298144817352295
1159,20,35,102,3,1,1.631821870803833
1160,1,10,90,20,1,1.2225093841552734
1161,14,31,84,10,1,1.4203662872314453
1162,17,27,120,12,1,1.7744996547698975
1163,9,15,151,8,1,1.812147855758667
1164,15,11,29,14,0,0.6845123767852783
1165,7,28,120,6,1,1.5961954593658447
1166,17,40,169,2,1,2.232529878616333
1167,15,28,105,10,1,1.640214204788208
1168,2,16,18,11,1,0.5541472434997559
1169,15,37,213,2,1,2.5963165760040283
1170,18,20,34,2,0,0.686032772064209
1171,7,47,191,19,1,2.5747499465942383
